qid	q_1	q_2	label
28364	盗窃罪金额会判刑	盗窃金额较大数额会判刑	0
28364	盗窃罪金额会判刑	盗窃金额较大数额会判刑	1
28365	未法定婚龄结婚承担责任	法定婚龄结婚承担责任	0
28365	未法定婚龄结婚承担责任	法定婚龄结婚承担责任	1
28378	法定从轻减轻情节可否法定最低刑下量刑	法定从轻情节从轻处理	0
28378	法定从轻减轻情节可否法定最低刑下量刑	法定从轻情节从轻处理	1
28498	未签劳动合同双倍工资诉讼时效认定	签订书面劳动合同 索要双倍工资时效算	0
28512	未签劳动合同患职业病	签劳动合同发生工伤	0
28512	未签劳动合同患职业病	签劳动合同发生工伤	1
28535	违约金计算方法	损失时违约金计算	0
28535	违约金计算方法	损失时违约金计算	1
28575	公司离职工作交接未拒绝发工资	做好交接工作离职公司不发工资合法	0
28650	刑事免责事由	免责条款条件免责条款	0
28652	误诊免责事由	免责种类	1
28652	误诊免责事由	免责种类	0
28800	离婚孩子对方抚养我能多久行使探视权	离婚孩子探视权多久行使	1
28800	离婚孩子对方抚养我能多久行使探视权	离婚孩子探视权多久行使	0
28836	借钱才算上非法集资	民间借贷非法集资	0
28842	未约定还款期限债权人还款	民间借贷未约定还款时间诉讼时效	0
28863	债权人转让权利方法	民间借贷中债权转让方式	0
28863	债权人转让权利方法	民间借贷中债权转让方式	1
28956	证人出庭作证申请时间	民事案件中证人出庭作证申请	0
28956	证人出庭作证申请时间	民事案件中证人出庭作证申请	1
28983	保证人行使抗辩权不承担损失责任	保证人行使抗辩权不承担保证责任	0
28983	保证人行使抗辩权不承担损失责任	保证人行使抗辩权不承担保证责任	1
29058	案件都会公开宣判	民事判决书内容公开	0
29058	案件都会公开宣判	民事判决书内容公开	1
29084	民事起诉状中填写被告电话	民事起诉状到底写案由	0
29131	调解中当事人享有权利	民事诉讼当事人享有诉讼权利	1
29131	调解中当事人享有权利	民事诉讼当事人享有诉讼权利	0
29139	我国民诉特征	民事诉讼	0
29139	我国民诉特征	民事诉讼	1
29140	保障当事人诉讼权利平等原则	民事诉讼原则	0
29169	"民事诉讼法""新证据""指"	民事诉讼法证据	0
29249	邀请人民调解员参与治安调解	民事诉讼人民调解制度衔接	0
29261	收集证人证言时	民事诉讼证人出庭流程	0
29332	证明丈夫债务非夫妻承担	举证某笔债务用于夫妻生活开支	0
29332	证明丈夫债务非夫妻承担	举证某笔债务用于夫妻生活开支	1
29476	朋友判监外执行会情况下收监	监外服刑会马上收监	0
29476	朋友判监外执行会情况下收监	监外服刑会马上收监	1
29511	情形下推定医疗机构过错	几项情形时推定医疗机构过错	0
29546	公证员禁止	不公证	0
29546	公证员禁止	不公证	1
29558	财产遗产继承	财产遗产继承	1
29564	婚姻法财产夫妻一方财产	财产夫妻一方个人财产	0
29614	工会独立法人机构	工会才法人资格	0
29615	工会法人资格作用	工会才法人资格	0
29630	假冒专利	假冒专利	1
29650	治安管理处罚法违反治安管理分为哪几种	行为人治安处罚	0
29658	妨害作证罪;毁灭伪造证据罪伪证罪区别	妨害作证毁灭伪造证据罪	0
29658	妨害作证罪;毁灭伪造证据罪伪证罪区别	妨害作证毁灭伪造证据罪	1
29714	第二审人民法院作出判决后方式宣判	民事二审案件法院不开庭判决裁定	0
29727	夫妻之间相互扶养义务	夫妻之间相互扶养法定义务	1
29727	夫妻之间相互扶养义务	夫妻之间相互扶养法定义务	0
29728	担保人拒绝履行担保	情况别人做担保人	0
29741	情况认定工伤	情况认定工伤	1
29741	情况认定工伤	情况认定工伤	0
29768	情况下会取消高新技术企业资格	情况下发生后会取消国家级高新技术企业认证资格	0
29768	情况下会取消高新技术企业资格	情况下发生后会取消国家级高新技术企业认证资格	1
29866	挪用资金罪要件	人不挪用资金罪	1
29866	挪用资金罪要件	人不挪用资金罪	0
29870	个人独资企业投资设立	人不个人独资企业投资人	0
29870	个人独资企业投资设立	人不个人独资企业投资人	1
29879	人员遗嘱见证人	人做遗嘱见证人	1
29879	人员遗嘱见证人	人做遗嘱见证人	0
29881	约定试用期	人订立劳动合同约定试用期	0
29883	情况免予处罚从轻减轻处罚	人犯罪从轻减轻免除处罚	0
29883	情况免予处罚从轻减轻处罚	人犯罪从轻减轻免除处罚	1
29915	人辩护人	人员担任辩护人	1
29915	人辩护人	人员担任辩护人	0
29930	抵押物价值减少抵押权人措	抵押人足以使抵押财产价值减少	0
29982	用人单位招用未满十六周岁未成年人	用人单位招未满16周岁少年儿童	0
29982	用人单位招用未满十六周岁未成年人	用人单位招未满16周岁少年儿童	1
30020	著作权质权合同包括内容	著作权质押登记机关不予登记	0
30020	著作权质权合同包括内容	著作权质押登记机关不予登记	1
30035	签订虚假房屋买卖合同	种情况下房屋买卖合同会无效	0
30072	纳税人丢失已开具发票后果	纳税人发生丢失增值税专用发票时应	0
30072	纳税人丢失已开具发票后果	纳税人发生丢失增值税专用发票时应	1
30125	军嫂想离婚手续	军嫂单方提离婚	0
30125	军嫂想离婚手续	军嫂单方提离婚	1
30155	港澳台居民登记结婚流程	内地居民香港居民领结婚证	1
30155	港澳台居民登记结婚流程	内地居民香港居民领结婚证	0
30281	涉外婚姻离婚本人亲自办理	涉外婚姻离婚手续本人到场才能办理	1
30281	涉外婚姻离婚本人亲自办理	涉外婚姻离婚手续本人到场才能办理	0
30497	农村自建房证件遗失补办	农村自建房房产证补办流程	0
30497	农村自建房证件遗失补办	农村自建房房产证补办流程	1
30504	农村自建房房产证办理办理流程	农村自建房办理不动产权证手续	0
30519	申请劳动仲裁讨薪证据	农民工讨薪劳动局材料	0
30519	申请劳动仲裁讨薪证据	农民工讨薪劳动局材料	1
30535	农药	农药储存应	0
30535	农药	农药储存应	1
30584	挪用公款罪犯罪类型	挪用公款罪立案标准	0
30596	挪用特定款物罪司法解释	挪用特定款物罪认定	0
30608	挪用资金罪挪用资金罪应处罚	挪用资金罪外地人比地人罪重	0
30608	挪用资金罪挪用资金罪应处罚	挪用资金罪外地人比地人罪重	1
30658	夫妻离婚债务一方净身出户还要承担债务	女方净身出户男方债务女方还钱	1
30658	夫妻离婚债务一方净身出户还要承担债务	女方净身出户男方债务女方还钱	0
30674	对方恋爱名义骗钱起诉对方	女孩谈恋爱名义骗取男孩财物起诉	1
30674	对方恋爱名义骗钱起诉对方	女孩谈恋爱名义骗取男孩财物起诉	0
30708	无效婚姻提出才算无效	婚姻无效时间提出才算无效	1
30708	无效婚姻提出才算无效	婚姻无效时间提出才算无效	0
30714	女职工怀孕期间解除劳动合同	女职工怀孕用人单位解除劳动合同	0
30714	女职工怀孕期间解除劳动合同	女职工怀孕用人单位解除劳动合同	1
30799	未成年吸毒	派出所民警引诱未成年人吸毒应	0
30799	未成年吸毒	派出所民警引诱未成年人吸毒应	1
30814	散伙协议中合伙债务约定对抗债权人	散伙协议中合伙债务约定对抗债权人	1
30814	散伙协议中合伙债务约定对抗债权人	散伙协议中合伙债务约定对抗债权人	0
30861	环境侵权法环境污染责任作	判断排污者应承担民事责任依据	0
30882	男方婚前贷款买房婚后还贷房子	一方婚前贷款买房婚后还贷房子	1
30882	男方婚前贷款买房婚后还贷房子	一方婚前贷款买房婚后还贷房子	0
30910	高院核准死刑做出核准不核准裁定	判决死刑案件一级人民法院核准	0
30910	高院核准死刑做出核准不核准裁定	判决死刑案件一级人民法院核准	1
30955	投敌叛变罪处罚	叛徒处罚	0
30955	投敌叛变罪处罚	叛徒处罚	1
31044	别人欠钱担保人约定连带担保到期还不了钱只保证人承担责任	朋友借钱跑担保人只承担一半我该	0
31044	别人欠钱担保人约定连带担保到期还不了钱只保证人承担责任	朋友借钱跑担保人只承担一半我该	1
31063	身患重病监外执行当中犯法会收监	朋友判监外执行会情况下收监	0
31063	身患重病监外执行当中犯法会收监	朋友判监外执行会情况下收监	1
31072	借钱朋友借条才能回钱	朋友借钱写借条欠条	0
31077	名义亲友办理贷款亲友不还还钱	朋友名字买车贷款不还钱	0
31077	名义亲友办理贷款亲友不还还钱	朋友名字买车贷款不还钱	1
31083	后车追尾导致碰瓷者死亡赔偿	碰瓷者死亡车主会赔偿	0
31083	后车追尾导致碰瓷者死亡赔偿	碰瓷者死亡车主会赔偿	1
31092	检察院批捕科有权作出不批捕	批捕课是法院检察院	0
31108	手写遗嘱遗嘱二字会影响法律效力	公证手写遗嘱法律效力	0
31108	手写遗嘱遗嘱二字会影响法律效力	公证手写遗嘱法律效力	1
31162	去找小姐警察抓住会处罚	嫖娼抓会记录公安内网	0
31170	借钱担保人债务人不还款法院告	担保人债务人不还款时告	1
31170	借钱担保人债务人不还款法院告	担保人债务人不还款时告	0
31190	票据	票据	1
31380	合伙企业情况分期出资	合伙企业出资最多合伙人有权修改合伙协议	0
31395	公司员工签订竞业协议	普通员工签订竞业协议	1
31395	公司员工签订竞业协议	普通员工签订竞业协议	0
31399	欺诈常见情形	合同欺诈常见情形	1
31399	欺诈常见情形	合同欺诈常见情形	0
31434	网购欺诈消费者消费者维权	欺诈本人付款投诉钱还追回	0
31468	安全事故等级划分出错赔偿标准影响	企业安全事故等级划分等级	0
31468	安全事故等级划分出错赔偿标准影响	企业安全事故等级划分等级	1
31496	公司不休年假不补偿解除劳动合同补偿	企业不按规定年休假劳动者主动解除合同获补偿	1
31496	公司不休年假不补偿解除劳动合同补偿	企业不按规定年休假劳动者主动解除合同获补偿	0
31577	不服劳动能力鉴定书	企业法人拒收劳动能力鉴定书	0
31577	不服劳动能力鉴定书	企业法人拒收劳动能力鉴定书	1
31579	企业法人亏损无力清偿到期债务	企业法人亏损无力清偿到期债务	1
31579	企业法人亏损无力清偿到期债务	企业法人亏损无力清偿到期债务	0
31626	商铺产权变更购买方应承担税	企业购置商业性门面房产买卖双方缴纳税金	0
31626	商铺产权变更购买方应承担税	企业购置商业性门面房产买卖双方缴纳税金	1
31640	公司合并	企业合并涉及税收	0
31640	公司合并	企业合并涉及税收	1
31663	电子计算机会计核算符合	企业会计核算时应遵循	0
31663	电子计算机会计核算符合	企业会计核算时应遵循	1
31670	企业职工缴纳补充养老保险费	企业职工约定规避养老保险费缴纳义务	0
31670	企业职工缴纳补充养老保险费	企业职工约定规避养老保险费缴纳义务	1
31761	员工辞职企业办理停保	企业停掉离职员工社保	1
31761	员工辞职企业办理停保	企业停掉离职员工社保	0
31788	税务筹划步骤	企业税收筹划做	0
31828	企业违反集体合同侵犯职工劳动权益工会	企业违反集体合同侵犯职工劳动权益工会	1
31872	营业执照遗失后补办材料	企业营业执照正本原件丢失	0
31931	去起诉重婚	对方犯重婚	0
31931	去起诉重婚	对方犯重婚	1
31948	企业职工约定规避养老保险费缴纳义务	企业职工不上班企业义务职工交养老保险	0
31948	企业职工约定规避养老保险费缴纳义务	企业职工不上班企业义务职工交养老保险	1
31957	职工因工死亡直系亲属享受待遇	企业职工因工死亡单位赔偿	1
31957	职工因工死亡直系亲属享受待遇	企业职工因工死亡单位赔偿	0
31966	借条约定还款日期贷款人随时还款	未签借款合同出借人随时借款人还款	0
31966	借条约定还款日期贷款人随时还款	未签借款合同出借人随时借款人还款	1
31967	公司资本减少增加应处置	企业注册资本减少增加变更注册资本	0
31967	公司资本减少增加应处置	企业注册资本减少增加变更注册资本	1
31975	签装修合同事项	企业装修时签定装修合同交印花税	0
31975	签装修合同事项	企业装修时签定装修合同交印花税	1
31983	本院启动再审程序	启动再审程序多长时间	0
31983	本院启动再审程序	启动再审程序多长时间	1
32035	孩子抚养权财产分配达成判决离婚	起诉离婚孩子抚养权达成	0
32050	运输货物毁损保险公司赔	货物运输过程中因不可抗力损失保险公司赔偿	1
32050	运输货物毁损保险公司赔	货物运输过程中因不可抗力损失保险公司赔偿	0
32072	起诉时有两个原告起诉书写	起诉时有两个原告起诉书写	1
32072	起诉时有两个原告起诉书写	起诉时有两个原告起诉书写	0
32089	起诉诽谤胜诉后对方拒不赔偿	起诉诽谤胜诉后对方拒不赔偿	1
32089	起诉诽谤胜诉后对方拒不赔偿	起诉诽谤胜诉后对方拒不赔偿	0
32133	追尾事故处理过程多长时间	汽车追尾 流程	0
32159	非车主驾车出事故保险公司拒赔	汽车非本人驾驶出事故保险公司理赔	0
32159	非车主驾车出事故保险公司拒赔	汽车非本人驾驶出事故保险公司理赔	1
32189	申请机动车注册登记手续	汽车年审证件登记证书	0
32244	车子转向灯坏借给别人	汽车转向灯坏	0
32244	车子转向灯坏借给别人	汽车转向灯坏	1
32247	车祸致死责任赔钱	汽车撞人私好报警	0
32249	追尾事故流程	汽车追尾事故赔偿	0
32249	追尾事故流程	汽车追尾事故赔偿	1
32371	公司合并签订劳动合同	签订无固定期限劳动合同合并后还签合同	0
32384	签订买卖合同盖章合同成立	签定房屋买卖合同买卖成功算合同成立	0
32384	签订买卖合同盖章合同成立	签定房屋买卖合同买卖成功算合同成立	1
32395	聘请律师合同	签购房合同请律师	0
32395	聘请律师合同	签购房合同请律师	1
32510	前业主拖欠物业费没交现业主补交	前房主物业费未交承担	0
32529	对方出轨我能精神赔偿	对方说出轨赔偿精神损失费	0
32529	对方出轨我能精神赔偿	对方说出轨赔偿精神损失费	1
32584	借款人偿还能力不还担保人应承担责任	欠款还上欠款担保人负法律责任	0
32585	债权人条能起诉债务人	欠款债务人起诉债权人	0
32598	行政拘留过能办理取保候审	欠钱法院行政拘留保释	0
32598	行政拘留过能办理取保候审	欠钱法院行政拘留保释	1
32665	借条时间过期对方补充好写好	欠条洗掉还可不可以再补写一个	0
32685	信用卡透支暂时无力偿还银行还钱	欠信用卡无力偿还 银行报案协商还款	0
32685	信用卡透支暂时无力偿还银行还钱	欠信用卡无力偿还 银行报案协商还款	1
32719	欠钱不还起诉担保人	欠债人不还钱担保人帮还款	1
32719	欠钱不还起诉担保人	欠债人不还钱担保人帮还款	0
32783	强迫交易特征处罚	强迫交易罪强迫交易罪判年	0
32783	强迫交易特征处罚	强迫交易罪强迫交易罪判年	1
32800	强制带离类型强制措施	强制措施	0
32803	行政强制措施	强制带离类型强制措施	0
32803	行政强制措施	强制带离类型强制措施	1
32849	强制执行没钱还法院会家里物品顶帐	强制执行 没钱 搬走家里东西	1
32849	强制执行没钱还法院会家里物品顶帐	强制执行 没钱 搬走家里东西	0
32865	法院申请民事判决执行	强制执行一审法院申请终审法院执行	0
32865	法院申请民事判决执行	强制执行一审法院申请终审法院执行	1
32868	行政强制原则	强制执行应遵循法律原则	0
32881	抢劫抢夺	抢夺抢劫区别	1
32881	抢劫抢夺	抢夺抢劫区别	0
32927	抢劫罪立案标准	抢劫判刑抢劫罪立案标准	0
32927	抢劫罪立案标准	抢劫判刑抢劫罪立案标准	1
32936	丈夫隐瞒妻子买东西借钱夫妻债务	夫妻一方陪另一方买东西借钱夫妻债务	0
32936	丈夫隐瞒妻子买东西借钱夫妻债务	夫妻一方陪另一方买东西借钱夫妻债务	1
32978	盗取金额5万会判刑判刑多久	窃金额钱构成犯罪判刑拘留	0
32985	销售产品侵犯外观设计专利	侵犯别人外观设计专利未销售处罚	0
32985	销售产品侵犯外观设计专利	侵犯别人外观设计专利未销售处罚	1
32992	出售非法提供公民个人信息罪认定要件	"侵犯公民个人信息罪""情节严重""认定标准"	0
33011	简述商标侵权行为表现形式	侵犯商标权表现形式	1
33011	简述商标侵权行为表现形式	侵犯商标权表现形式	0
33023	侵犯商业秘密罪判决多重	侵犯商业秘密判有罪	0
33023	侵犯商业秘密罪判决多重	侵犯商业秘密判有罪	1
33037	文学作品著作权侵犯赔偿钱	侵犯电影版权赔偿钱	0
33037	文学作品著作权侵犯赔偿钱	侵犯电影版权赔偿钱	1
33047	借钱不还情况当地法院起诉	借钱不还想起诉当地法院	1
33047	借钱不还情况当地法院起诉	借钱不还想起诉当地法院	0
33080	侵犯著作权罪刑法犯罪	侵犯著作权罪判缓刑	0
33234	法医鉴定多长时间出	轻微伤法医鉴定结论最长多长时间出	1
33234	法医鉴定多长时间出	轻微伤法医鉴定结论最长多长时间出	0
33249	清算组成员	清算组成员应为几人	0
33249	清算组成员	清算组成员应为几人	1
33281	记账报税资料	请代理记账公司会计报税	0
33281	记账报税资料	请代理记账公司会计报税	1
33407	签订借款合同约定利息过高不支付	借款合同约定利息过高拖欠	0
33407	签订借款合同约定利息过高不支付	借款合同约定利息过高拖欠	1
33438	人票据保证人	人票据保证人	1
33472	汽车做抵押担保押车合法	抵押车以抵债方式别人犯法	0
33472	汽车做抵押担保押车合法	抵押车以抵债方式别人犯法	1
33507	非法同居生孩子一方抚养	非法同居生小孩抚养	1
33507	非法同居生孩子一方抚养	非法同居生小孩抚养	0
33526	公司安排加班加班费	公司加班不加班费想要辞职赔偿	1
33526	公司安排加班加班费	公司加班不加班费想要辞职赔偿	0
33530	中国员工办公盗版软件算侵权	公司员工盗版软件犯法公司负责	0
33536	董事长董事任期区别	公司中监事董事区别	0
33536	董事长董事任期区别	公司中监事董事区别	1
33544	人  起诉  多长时间内	财产继承时间	0
33582	交通管理部门办证收取工本费	驾驶证换证县车管所换证	0
33582	交通管理部门办证收取工本费	驾驶证换证县车管所换证	1
33590	有限责任公司股东人数	建立有限责任公司法定股东人数	1
33590	有限责任公司股东人数	建立有限责任公司法定股东人数	0
33596	发生交通事故肇事者逃逸交强险赔付	交通事故肇事逃逸交强险理赔	0
33596	发生交通事故肇事者逃逸交强险赔付	交通事故肇事逃逸交强险理赔	1
33607	喝酒开车处罚	酒驾行政拘留	0
33621	别人拖欠运费打官司证据	拖欠运费打官司证据	1
33621	别人拖欠运费打官司证据	拖欠运费打官司证据	0
33654	年假包括周末	年休假包括期间周末	1
33654	年假包括周末	年休假包括期间周末	0
33657	裁决书作出日生效多久才能申请强制执行	判决生效日	0
33699	发现商标假冒起诉	商标侵权工商行政处罚后还起诉侵权人	0
33699	发现商标假冒起诉	商标侵权工商行政处罚后还起诉侵权人	1
33718	低价销售快到期牛奶低价倾销	低价倾销	0
33718	低价销售快到期牛奶低价倾销	低价倾销	1
33723	受援人撤销法律援助情形包括	情况下能申请政府免费法律援助	0
33735	试用期工资算	试用期工资算	1
33735	试用期工资算	试用期工资算	0
33763	委托代理合同授权委托书区别	委托书授权委托书区别	0
33785	无证驾驶摩托车会拘留	无牌无证驾驶摩托车会拘留15日	0
33785	无证驾驶摩托车会拘留	无牌无证驾驶摩托车会拘留15日	1
33825	证据	证据	1
33825	证据	证据	0
33898	借款人不支付借款利息对方支付利息违约金	借款人不支付借款利息情况借款方对方支付利息违约金	1
33898	借款人不支付借款利息对方支付利息违约金	借款人不支付借款利息情况借款方对方支付利息违约金	0
33904	证券登记结算机构应履行职能	中国证券登记结算有限责任公司干什么	0
33904	证券登记结算机构应履行职能	中国证券登记结算有限责任公司干什么	1
33969	约定兼职工资结算克扣工资	兼职工作结算工资马上领取工资	0
33969	约定兼职工资结算克扣工资	兼职工作结算工资马上领取工资	1
33973	情况保险公司帮车主承担赔偿责任	情况保险公司不理赔	1
33973	情况保险公司帮车主承担赔偿责任	情况保险公司不理赔	0
34108	取保候审多久会到检察院	取保候审后案件检察院会结束	0
34108	取保候审多久会到检察院	取保候审后案件检察院会结束	1
34111	取保候审后还会判刑	取保候审后还会判刑	1
34111	取保候审后还会判刑	取保候审后还会判刑	0
34113	如办取保候审放人后公安机关还会人抓去坐牢	取保候审后还会判刑工作单位影响	0
34113	如办取保候审放人后公安机关还会人抓去坐牢	取保候审后还会判刑工作单位影响	1
34166	民事诉讼程序	民事诉讼程序	1
34324	劝架打伤赔偿	劝架还手打人者受伤付刑事责任	0
34324	劝架打伤赔偿	劝架还手打人者受伤付刑事责任	1
34326	劝架推搡致人死亡劝架赔	劝架推搡致人死亡劝架赔	1
34326	劝架推搡致人死亡劝架赔	劝架推搡致人死亡劝架赔	0
34342	效力待定合同包括	确认合同效力上诉状内容包括	0
34348	政府作出房屋征收公告前提供材料	确认镇政府房屋征收违法提起行政复议	0
34391	交通事故未划分责任放车	人被车撞对方车是借对方全责起诉	0
34441	生态破坏 哪几种形式	人类破坏大自然	0
34441	生态破坏 哪几种形式	人类破坏大自然	1
34478	人民法院上诉案件作出哪几种判决	人民法院审理上诉案件作出	1
34478	人民法院上诉案件作出哪几种判决	人民法院审理上诉案件作出	0
34480	申请提前执行	人民法院先予执行	0
34544	人民法院着重审查行政合法	人民法院只能审查合法性审查合理性	0
34544	人民法院着重审查行政合法	人民法院只能审查合法性审查合理性	1
34554	没还款日期没保证期限计算还款期间	没还款日期没保证期限计算保证期间	0
34554	没还款日期没保证期限计算还款期间	没还款日期没保证期限计算保证期间	1
34557	搭便车出事故致乘客伤亡车主担责	搭顺风车遭遇车祸承担责任	0
34557	搭便车出事故致乘客伤亡车主担责	搭顺风车遭遇车祸承担责任	1
34558	人民法院逮捕	人民法院逮捕	1
34558	人民法院逮捕	人民法院逮捕	0
34579	人民检察院职责	人民检察院职责	1
34622	侦查间谍具备条件技术侦查措施	人民警察法中技术侦查措施具备条件	0
34739	变更保险受益人受益人同意	人寿保险更改受益人手续	0
34739	变更保险受益人受益人同意	人寿保险更改受益人手续	1
34756	保险理赔程序保险索赔提出	人寿险理赔程序	0
34769	货车超载法律上罪	人员超载定为犯罪	0
34795	父债子还合法	我国法律明确规定父债子还	1
34798	域名侵权需承担责任	认定域名侵权条件域名侵权承担	0
34798	域名侵权需承担责任	认定域名侵权条件域名侵权承担	1
34822	公益信托监察人履行职责	日本慈善信托管理人监督人有何区别	0
34822	公益信托监察人履行职责	日本慈善信托管理人监督人有何区别	1
34843	结婚夫妻偿还婚前债务	婚后偿还婚前债务	1
34843	结婚夫妻偿还婚前债务	婚后偿还婚前债务	0
34913	融资租赁交易会涉及哪几个合同	融资租赁之间涉及法律关系	0
34913	融资租赁交易会涉及哪几个合同	融资租赁之间涉及法律关系	1
34926	网贷平台跑路投资人还回资金回	P2P理财公司倒闭还回本金	0
34926	网贷平台跑路投资人还回资金回	P2P理财公司倒闭还回本金	1
34943	钱包人捡走只还证件不还钱	别人捡钱包给钱后才还犯法	0
34971	鉴定不服鉴定	当事人伤残评定不服申请鉴定	0
34971	鉴定不服鉴定	当事人伤残评定不服申请鉴定	1
35038	员工提离职 挽留想要离职员工	公司想员工自动离职员工	0
35077	未约定保证方式债权人找保证人还款合法	借款人逃跑担保人负责任	0
35091	法院支持欠条起诉还钱情况	欠条起诉还钱检察院支持	0
35091	法院支持欠条起诉还钱情况	欠条起诉还钱检察院支持	1
35132	债务人欠账不还维权	欠债不还起诉开庭债务人不出面	0
35132	债务人欠账不还维权	欠债不还起诉开庭债务人不出面	1
35151	房子贷款没还清还抵押物再银行贷款	房产抵押担保不还款占有房子	1
35151	房子贷款没还清还抵押物再银行贷款	房产抵押担保不还款占有房子	0
35242	打理合伙事务时受伤申请工伤	用人单位没交工伤保险受伤人能申请工伤	0
35242	打理合伙事务时受伤申请工伤	用人单位没交工伤保险受伤人能申请工伤	1
35253	别人诽谤造谣起诉	有人网上到处散播谣言报案	0
35333	港澳台大陆买房资料证件	港澳台人士结婚资料	0
35333	港澳台大陆买房资料证件	港澳台人士结婚资料	1
35362	快速办理遗嘱公证	办理遗嘱公证继承公证	0
35381	儿童饮食中生物性污染	儿童饮食中生物性污染	1
35381	儿童饮食中生物性污染	儿童饮食中生物性污染	0
35412	新食品安全法违法行为处罚适不小作坊小摊贩	查处小微食品生产经营者违法行为	0
35472	公司解雇赔偿金	员工解雇	0
35480	第三人损坏租赁物情况索赔	第三人损坏飞行物索赔	0
35480	第三人损坏租赁物情况索赔	第三人损坏飞行物索赔	1
35555	检察机关公益诉讼过程中承担举证责任	分配环境公益诉讼中因果关系举证责任	0
35555	检察机关公益诉讼过程中承担举证责任	分配环境公益诉讼中因果关系举证责任	1
35598	开发商房屋拆迁不遵守拆迁协议	开发商签订拆迁合同才能不吃亏	0
35598	开发商房屋拆迁不遵守拆迁协议	开发商签订拆迁合同才能不吃亏	1
35600	我国采用空气污染指数等级几级	划分大气环境评价等级	0
35666	一方借钱离婚另一方还钱	丈夫借钱用作个人消费没离婚妻子还钱	1
35666	一方借钱离婚另一方还钱	丈夫借钱用作个人消费没离婚妻子还钱	0
35669	再婚前存款婚后转给孩子夫妻共同财产	再婚后存款婚后转给孩子夫妻共同财产	0
35669	再婚前存款婚后转给孩子夫妻共同财产	再婚后存款婚后转给孩子夫妻共同财产	1
35707	垃圾分类	垃圾分类	1
35707	垃圾分类	垃圾分类	0
35712	网上实名举报	实名举报	0
35712	网上实名举报	实名举报	1
35713	实名举报	实名举报怎么弄	1
35713	实名举报	实名举报怎么弄	0
35719	债权债务清理表是	债权债务清查	0
35719	债权债务清理表是	债权债务清查	1
35890	相隔几代才不算近亲结婚	判断第几代近亲结婚	0
35890	相隔几代才不算近亲结婚	判断第几代近亲结婚	1
35904	实用新型专利侵权判断标准	判断实用新型专利侵权	1
35904	实用新型专利侵权判断标准	判断实用新型专利侵权	0
35919	保管合同纠纷定性不可抗力条款	签订合同中不可抗力条款	0
35919	保管合同纠纷定性不可抗力条款	签订合同中不可抗力条款	1
35941	网贷平台未履行告知义务损失承担责任	网贷平台未履行告知义务损失承担责任	1
35941	网贷平台未履行告知义务损失承担责任	网贷平台未履行告知义务损失承担责任	0
35943	故意伤害罪过失致人死亡罪	区分故意伤害罪过失致人死亡罪	1
35943	故意伤害罪过失致人死亡罪	区分故意伤害罪过失致人死亡罪	0
35947	合同诈骗经济案件刑事案件	区分合同诈骗罪合同纠纷	0
35951	终于搞懂劳务关系劳动关系区别	区分劳动关系劳务关系雇佣关系	0
35956	违反治安管理犯罪行为区别	区分违反治安管理犯罪行为界限	1
35956	违反治安管理犯罪行为区别	区分违反治安管理犯罪行为界限	0
35976	残疾赔偿金算区别城镇居民农村居民	城市里农村未成年人伤残赔偿标准	0
35987	股票发行价格	股票发行价格	1
35987	股票发行价格	股票发行价格	0
36020	小产权房是违章建筑违法建筑	小产权房	0
36093	计算没还款日期保证期限保证期间	没还款日期没保证期限计算还款期间	0
36093	计算没还款日期保证期限保证期间	没还款日期没保证期限计算还款期间	1
36137	房屋虚假广告致使房产买卖合同无效	认定虚假房产广告	0
36137	房屋虚假广告致使房产买卖合同无效	认定虚假房产广告	1
36151	盗窃罪职务侵占罪区别	认定职务侵占罪职务侵占罪贪污罪有何区别	0
36174	申请法医鉴定	申请法医鉴定	1
36185	劳动仲裁中当事人举证	申请劳动仲裁些	0
36279	患有精神病人结婚无效婚姻配偶申请婚姻无效	对方患有精神病婚姻无效婚姻申请婚姻无效	1
36279	患有精神病人结婚无效婚姻配偶申请婚姻无效	对方患有精神病婚姻无效婚姻申请婚姻无效	0
36320	交付社会保险费用发生争议劳动争议	依法处理劳动者用人单位之间发生失业保险争议	0
36320	交付社会保险费用发生争议劳动争议	依法处理劳动者用人单位之间发生失业保险争议	1
36359	近亲结婚需隔几代才不算乱轮	相隔几代才不算近亲结婚	0
36359	近亲结婚需隔几代才不算乱轮	相隔几代才不算近亲结婚	1
36391	犯重婚起诉	发现重婚去起诉	0
36391	犯重婚起诉	发现重婚去起诉	1
36401	非婚生子女抚养权	争夺非婚生子女抚养权	1
36401	非婚生子女抚养权	争夺非婚生子女抚养权	0
36402	受遗赠人方式接受遗赠	受遗赠人方式接受遗赠	1
36402	受遗赠人方式接受遗赠	受遗赠人方式接受遗赠	0
36409	理解强制执行原则	正确理解食品安全标准	0
36409	理解强制执行原则	正确理解食品安全标准	1
36433	销售商品被告侵权证明合法会处罚	证明经营者明知销售侵犯注册商标专用权商品	0
36433	销售商品被告侵权证明合法会处罚	证明经营者明知销售侵犯注册商标专用权商品	1
36519	新员工报到后签劳动合同	入职最迟签订劳动合同	0
36519	新员工报到后签劳动合同	入职最迟签订劳动合同	1
36566	拖欠工资证据	弱势群体求助工资拖欠	0
36602	汽车3周期没年审报废	三个周期未年检机动车强制报废	1
36602	汽车3周期没年审报废	三个周期未年检机动车强制报废	0
