qid	q_1	q_2	label
35555	检察机关公益诉讼过程中承担举证责任	分配环境公益诉讼中因果关系举证责任	0
35598	开发商房屋拆迁不遵守拆迁协议	开发商签订拆迁合同才能不吃亏	0
35650	女方怀孕期间男方解除同居关系	解除同居关系才算合法	0
35666	一方借钱离婚另一方还钱	丈夫借钱用作个人消费没离婚妻子还钱	1
35669	再婚前存款婚后转给孩子夫妻共同财产	再婚后存款婚后转给孩子夫妻共同财产	0
35707	垃圾分类	垃圾分类	1
35712	网上实名举报	实名举报	0
35713	实名举报	实名举报怎么弄	1
35719	债权债务清理表是	债权债务清查	0
35890	相隔几代才不算近亲结婚	判断第几代近亲结婚	0
35904	实用新型专利侵权判断标准	判断实用新型专利侵权	1
35919	保管合同纠纷定性不可抗力条款	签订合同中不可抗力条款	0
35941	网贷平台未履行告知义务损失承担责任	网贷平台未履行告知义务损失承担责任	1
35943	故意伤害罪过失致人死亡罪	区分故意伤害罪过失致人死亡罪	1
35956	违反治安管理犯罪行为区别	区分违反治安管理犯罪行为界限	1
35987	股票发行价格	股票发行价格	1
36093	计算没还款日期保证期限保证期间	没还款日期没保证期限计算还款期间	1
36137	房屋虚假广告致使房产买卖合同无效	认定虚假房产广告	0
36174	申请法医鉴定	申请法医鉴定	1
36279	患有精神病人结婚无效婚姻配偶申请婚姻无效	对方患有精神病婚姻无效婚姻申请婚姻无效	1
36320	交付社会保险费用发生争议劳动争议	依法处理劳动者用人单位之间发生失业保险争议	0
36359	近亲结婚需隔几代才不算乱轮	相隔几代才不算近亲结婚	0
36391	犯重婚起诉	发现重婚去起诉	0
36401	非婚生子女抚养权	争夺非婚生子女抚养权	1
36402	受遗赠人方式接受遗赠	受遗赠人方式接受遗赠	1
36409	理解强制执行原则	正确理解食品安全标准	0
36433	销售商品被告侵权证明合法会处罚	证明经营者明知销售侵犯注册商标专用权商品	0
36519	新员工报到后签劳动合同	入职最迟签订劳动合同	0
36602	汽车3周期没年审报废	三个周期未年检机动车强制报废	1
36647	外企公司申请三证合一	三证合一公司换	0
36670	骚扰恶作剧实施者承担责任	骚扰恶作剧实施者承担责任	1
36717	赡养费计算	赡养费包括费用赡养费计算	0
36812	商标更正申请提交文件	商标变更流程	0
36866	婚前财产公证双方同意	婚前财产公证都到场	0
36957	商标申请过程中	商标申请中R标志	0
36981	技术项目承担责任	工程进度延误时乙方人承担责任	0
37001	办理商标转让手续	商标注册转让资料	0
37042	婚前财产协议书写才	合法婚前财产协议书写	1
37070	出卖人未商品房预售许可证明买受人签订商品房预售许可证明	商品房预售许可证签购房合同时附加条约	0
37087	注册广告牌侵权	商品商标35类注册再作广告宣传算侵权	0
37103	公司发展陷入僵局	商务谈判中僵局原则	0
37174	夫妻中有一方借钱去炒股夫妻债务	丈夫隐瞒妻子买东西借钱夫妻债务	0
37190	子女父母赡养义务我国法律上	父母子女赡养	1
37214	夫妻债务债务离婚时区分	离婚分夫妻债务债务	1
37238	受胁迫签订合同	别人威胁下签合同	1
37350	未约定保证期间担保人免除担保责任	保证期间权利还会免除保证责任	0
37389	上诉几天内提出	上诉书最迟几天才送到二审立案	0
37397	醉酒上下班发生交通事故工伤	上下班途中发生车祸工伤	0
37459	设立分公司提交文件	设立子公司资料	0
37467	社保商业保险异同	社保商业保险区别好处	0
37499	社保几个月不交会断	社保中断几个月不交对影响	0
37669	单位涉嫌集资诈骗220万调查会判	涉嫌集资诈骗会判刑	0
37703	涉嫌重婚罪一方起诉离婚	涉嫌重婚罪一方起诉离婚	1
37758	专利才能申请发明专利	申请发明专利材料	0
37763	终止法律援助条件	申请法律援助批准撤销	0
37784	强制执行申请书最新范文	申请法院强制执行申请书范文	1
37825	当事人申请登记提供材料	申请结婚登记提供材料	1
37836	债务人担保物不合法不还款债权人担保人担责	担保物不合法债务人不还款债权人担保人担责	1
37967	申请宣告失踪宣告死亡条件	申请宣告失踪宣告死亡条件	1
37981	暂缓执行行政拘留不执行	申请暂缓执行行政拘留担保人条件	0
38094	保证期间等同于债务履行期间视为未约定保证期间	法律保证期间	0
38172	滥用职权玩忽职守罪处罚	滥用职权玩忽职守罪处罚	1
38230	房产会重复抵押	房子抵押中重复抵押违法	0
38361	委托代购合同越权代理委托人拒绝付款	授权委托签连带责任保证强制执行效力	1
38394	情况申请人民法院调查收集证据	情况申请人民法院调查收集证据	1
38395	申请工伤认定多长时间内提出	情况申请延长工伤认定期限	0
38405	我用房产抵押担保不还款债权人占有房子	房产抵押担保暂时无力偿该还	0
38478	合同法情况不予执行视为无效	合同约定条款无效	0
38505	公安机关犯罪嫌疑人监视居住期间	嫌疑人实施监视居住	0
38514	公证法律援助情况	请减免公证费	0
38525	不提取法定公积金	提取法定盈余公积金	0
38547	拐卖妇女儿童罪可判死刑	判处拐卖妇女儿童罪死刑	0
38570	外资企业法人代表由谁来担任	外国人担任企业法人	0
38584	婚前财产公证	婚前财产公证	1
38596	做司法亲子鉴定	做司法鉴定	0
38599	签订无固定期限劳动合同	签订无固定期限劳动合同	1
38622	订立协议不赡养老人	赡养义务免除	0
38663	竞业	竞业	1
38785	电子数据指	电子数据交换	0
38892	签订借款合同未到清偿期对方提前解除合同清偿合法	借款合同未到清偿期提前解除合同清偿	1
38924	拖欠运费起诉	拖欠运费起诉时间起诉	0
39024	合同履行免责事由	合同免责事由免责事由无效	0
39030	合同履行地	合同履行地	1
39053	机动车技术检验时提供材料	机动车技术检验合格标志	0
39083	建筑工程中认定黑白合同	建设工程施工合同中黑白合同	0
39097	劫持船只汽车罪	劫持船只汽车罪	1
39140	劳动争议仲裁	劳动争议	1
39169	货物损坏承运人不用赔	承运人免责承运人不负赔偿责任	1
39240	合同	合同	1
39288	擅自设立金融机构罪	擅自设立金融机构罪	1
39304	担保物不合法债务人不还款债权人担保人担责合法	担保物不合法担保人不还款债权人担保人担责	0
39308	违反社区戒毒	社区戒毒	0
39430	显失公平合同撤销	显失公平合同	0
39562	债务人财产	债务人财产	1
39589	证券业协会权力机构	证券业协会职责	1
39618	离婚后探视权时间	探望权行使期限	0
39667	别人借钱签订借款合同到期不还担保人还款	借款合同到期不还担保人还款	1
39739	域名会起诉	域名会仲裁减少域名仲裁风险	0
39796	法庭笔录	审判笔录庭审笔录区别	1
39828	我国伤亡事故报告制度包括内容	生产安全事故报告制度	0
39839	生产经营食品中添加种物质	生产经营食品中添加种物质	1
39874	污染环境会构成犯罪	生活中会环境污染	0
39885	破坏生态包括类型	生态题包括	0
39918	生育津贴低于产假工资差额补足	生育津贴低于实际工资	0
40002	用人单位劳务人员	施工现场劳务人员实名制登记资料	0
40004	垫资承包工程完工后收不到工程款	施工业垫资计提管理人员工资账务	0
40036	用人单位不实行标准工时制度	实行工时制全体员工人数比例	0
40076	非职务作品公司	实习期间作品版权公司	0
40092	大学生实习加班加班费还没毕业	实习生不给钱加班算违法	0
40122	抵押权	抵押权	1
40155	食品安全安全事件	食品安全安全事件	1
40359	受让人未合同约定支付技术转让费承担后果	受让人未合同约定支付技术转让费将要承担后果	1
40401	事先声明放弃继承财产不赡养老人	事先声明放弃继承财产不赡养老人	1
40433	一方涉嫌重婚罪还起诉离婚	涉嫌重婚罪一方拒绝离婚	0
40487	实习期过后未续签实习协议需支付未签劳动合同双倍工资	试用期不签订劳动合同支付双倍工资	0
40526	劳动合同试用期结束后签	试用期过后未签订劳动合同补偿	0
40591	女职工孕期调岗不服离职赔偿	试用期内调岗不满意提出离职赔偿	0
40607	试用期内违反公司劳动纪律公司有权扣工资	试用期期间写辞职报告离职公司扣钱合法	0
40609	外国人结婚上那领结婚证	外国人结婚登记资料	0
40633	辞职写辞职信	试用期提出离职写辞职信	0
40675	当事人办理协议离婚手续	协议离婚	0
40679	污水排放达标损害企业不赔偿	废水处理一级排放标准直排	0
40724	情况 下才监视居住	犯罪证据才监视居住	0
40781	公司收到空头支票	收到空头支票	1
40790	公司开空头支票收到处罚	收到一张空头支票	0
40841	收养孤儿条件	收养孤儿	1
40901	产品出题拆过机还保修	手机私自拆开加钱保修内	0
40910	诈骗公私财物何种情节酌情从严惩处	手机诈骗法律法规相关条款	0
40969	挑逗笼子里宠物咬伤主人应负责	受害人挑逗宠物咬伤负责	0
40983	婚后房屋再婚后拆迁补偿房屋共同财产	老家婚前房屋再婚后拆迁补偿房屋算做共同财产	0
41062	公证证明证据效力	书证物证证据证明效力	0
41091	票据功能	票据功能	1
41157	医疗事故鉴定收费标准	承担医疗事故鉴定费用	0
41161	约定保证方式债权人找保证人还款	未约定保证方式债权人间接找保证人还款合法	0
41168	儿女失踪精神病父母申请父母婚姻无效	婚姻法中精神病人婚姻保护	0
41200	行政复议行政诉讼不影响行政处罚执行	行政复议期间复议行政处罚继续执行	0
41307	迟延支付租金多久违约租赁合同解除	迟延支付租金多久算违约解除租赁合同	1
41324	离婚能要精神赔偿	离婚诉讼中条件下能对方精神损害赔偿	0
41411	隐名代理人签订合同	隐名代理受托人超过委托权限第三人签订合同	0
41427	开车发生事故财物损失会判刑	司机开车撞死人会刑事责任	0
41458	碰到承租人迟延付租金提出解除	租客 拖延交房租不交房租	0
41491	投资人网贷平台签债权债务转让合同时通知借款人	投资人网贷平台签债权债务转让合同时通知借款人	1
41508	再婚夫妻生育子女条件	再婚夫妻生育子女	1
41521	公司破产随时都申请	私营企业申请破产	0
41637	未约定保证程序保证人能免除保证义务	约定保证方式保证人想免除保证义务	0
41651	诉讼基本特征	诉讼基本特征	1
41745	独资企业无力还债投资人承担连带赔偿责任	独资企业无力还债投资人承担连带赔偿责任	1
41750	婚前买房资料证明夫妻共同财产	结婚后买房证明房屋个人所有夫妻共同财产	0
41755	承运人免责承运人不负赔偿责任	货物运输中承运人情况不用赔偿	1
41806	所有权特性	所有权法律特征	1
41825	开车撞死宠物赔钱	开车撞死宠物赔钱	1
41903	婚前签婚内签忠诚协议签订才	忠诚协议婚前签好婚内签好签订才合法	1
41955	网店消费欺诈消费者跑路赔偿	淘宝卖家欺骗消费者	0
41976	别人借钱到期不还合同违约金	借钱到期不还合同利息	0
41995	淘宝卖家发错货退货退来时运费	淘宝上买东西 卖家发错货 退货邮费出	0
42096	起诉离婚先调解	想干干脆脆离个婚先调解	1
42201	调解协议签好反悔后果	调解协议生效后还反悔	0
42244	婚前出钱买房登记女方名下房子	结婚前男方出钱买房登记女方名下房子	0
42248	听信百度上事故负责	听信网络医生骗网站责任	0
42252	人保物保担保人承担保证责任	有物保有人保担保人承担责任	1
42263	鉴定人证人	庭审时公诉人先发辩护人先发	0
42319	银行未履行风险告知义务银行应负责任	网贷平台未履行告知义务损失应承担责任	1
42365	按时还款支付逾期还款利息	逾期还款支付逾期还款利息	0
42369	从重处罚情形判轻点	强奸判有轻有重	0
42393	房屋抵押保全	一座房产2次财产保全	0
42438	约定保证期间起诉担保人索偿合法	事先忘约定保证期间起诉担保人索偿	1
42461	办理婚前财产公证大概钱	婚前财产公证都到场	0
42472	嫁出去女儿分家产	出嫁女儿有权分家产	1
42492	投标人评标委员会成员行贿中标承办法律责任	投标人行贿手段谋取中标的法律后果	0
42494	建筑工程招标中标后中标人放弃	投标人中标后放弃中标违法	0
42508	物业公司管理不到位部门提出投诉	投诉物业公司物业公司部门管理投诉	0
42509	物业公司服务管理不到位 投诉	投诉物业公司管理不到位部门提出投诉	0
42541	近亲结婚近亲结婚	法律上禁止近亲结婚亲属包括在内	0
42553	征地补偿纳税	土地政府征用补偿款交税	1
42612	土地买卖合同买卖双方写	土地买卖合同买卖双方写	1
42626	食品药品领域民事公益诉讼审查重点	食品药品领域民事公益诉讼调查重点	1
42661	土地流转承包未经本人签字同意	土地终身转让都本人签字别人代签	0
42696	抵押车行驶证丢补办	车辆登记证丢还抵押车	0
42728	退休返聘老员工享受工伤赔偿待遇	退休返聘职工工伤赔偿	1
42790	夫妻一方隐瞒另一方买东西借钱夫妻债务	夫妻一方陪另一方买东西借钱夫妻债务	0
42825	网贷平台本金中预扣居间服务费我该出借本金	网贷平台本金中预扣居间服务费出借本金	1
42827	拖欠运费起诉起诉	拖欠运费起诉起诉	1
42876	合伙人退伙后仍需承担债务	企业合伙人退伙后还要承担合伙期间债务	0
42881	租赁物损毁租客受伤出租人承担赔偿责任	租赁物损毁租客受伤出租人承担赔偿责任	1
42923	客户拒付货款	外贸中面对拒绝付款客户	1
42976	外商投资企业公司法	外资企业法主体	0
43009	国家设立法律援助制度	完善法律援助制度 包括内容	0
43043	网贷利息高还利滚利计算合法	网贷利息高还利滚利计算合法	1
43049	网贷平台涉嫌非法集资投资人还回资金回	网贷平台涉嫌非法集资投资人还回资金	0
43059	网购物品冒领找赔	网购东西人冒领	0
43114	网络名誉侵权赔偿数额协商	网络名誉侵权赔偿数额协商	1
43160	诈骗钱会构成犯罪	网络诈骗钱构成犯罪	0
43179	夫妻分居半年起诉离婚	夫妻分居半年起诉离婚	1
43233	合伙企业债务只企业承担	合伙企业债务承担方式	0
43273	收回迟付租金租赁物	迟付租金收回租金	0
43325	微信骗钱立案	微信骗钱立案	1
43366	微信朋友圈发表恶毒语言辱骂	微信朋友圈发表恶毒语言辱骂	1
43418	出纳人员兼职会计工作岗位	出纳人员	0
43437	赔付金额时保险人支付保险金	保险公司赔偿金额高于保险金额	0
43459	互联网交管信息全国统一	车辆交通违章记录随意查询	0
43468	债务抵销权该行使	抵销权只能债权人提出	0
43469	可不可以地铁上吃东西	地铁上吃东西	0
43540	教育宗教相分离	教育宗教相分离	1
43562	保证人想不承担保证责任行使抗辩权	保证人行使抗辩权不承担保证责任	1
43566	犯虐待罪会判多久	虐待罪判刑低	0
43614	出租人租赁物太脏拒退租赁押金	租户拒退租赁押金理由租赁物损坏	0
43628	无证驾驶不想拘留办法	无证驾驶拘留	0
43642	刑事附带民事诉讼赔偿中精神损害赔偿	刑事附带民事诉讼请赔偿精神损失	0
43687	案底会影响找工作	案底人 找不到工作	0
43799	职工违纪受伤认定工伤	违反操作规程受伤还认定工伤	1
43828	违反食品安全法构成犯罪依法追究责任	违反食品安全法尚不构成犯罪处罚	0
43854	违反治安管理追究时效计算	违反治安管理处罚多长时间有效期	0
43855	违反治安管理特征	违反治安管理特征	1
44051	猥亵儿童罪定罪量刑	猥亵儿童罪量刑	0
44173	担保人拒绝履行合同	担保人拒绝履行担保	0
44183	未成年犯罪改造教育	未成年人犯罪社会影响	0
44204	未成年人精神病人诉讼活动	未成年人参加庭审	0
44286	未到法定婚龄结婚后分开财产分	未到法定结婚年龄结婚后不离婚 女方分财产	0
44289	不到法定年龄结婚后离婚	未到法定年龄结婚起诉离婚时已法定年龄	0
44306	未婚妈妈休产假	未婚妈妈享受产假	1
44355	忠诚协议反悔	夫妻签订完忠诚协议反悔	1
44431	申请双倍工资证据	未签劳动合同双倍工资证据	0
44445	未随车携带行驶证处罚	未随车携带行驶证处罚	1
44461	约定补偿金竞业条款	未约定经济补偿金条款竞业协议还	1
44579	撤销合同撤销时起不再法律约束力不	撤销误解签订合同后赔偿对方损失	0
44631	收养人领养小孩	单身一个人收养小孩	0
44697	网上有人传播隐私照片转发担责	私人照片网上传算不算侵犯别人隐私权	0
44718	索取借款约定中违约金逾期利息	借款约定违约金还逾期利息	1
44753	追讨工程款证据	追回欠款工程款诉讼证据	1
44758	家暴离婚申请人身安全保护令合法	离婚后人身安全保护令还法律效力	0
44839	我国颁布教育法律法规	我国颁布教育法律法规	1
44858	我国教育方针	我国教育方针	1
44884	我国专利哪几种类型	我国专利种类	1
44944	婚前签订忠诚协议约定违约金	我国法律应不赋予夫妻忠实效力	0
45120	打印遗嘱作用继承遗产	电脑打印自书遗嘱法律效力	0
45157	乘坐公交车时司机刹车受伤公交公司赔偿	公交车刹车乘客受伤能要公交司机赔偿	0
45177	我国刑罚种类	我国刑法刑罚方法一共几种	1
45182	我国刑法地域	我国刑法地域	1
45185	脱逃罪劫夺押解人员罪处罚	我国刑法逃避侦查审判 解释 监狱逃跑解释	0
45213	我国知识产权保护途径	我国保护知识产权工作做	0
45284	私下做婚前财产公证	法院办理婚前财产公证	0
45297	提前终止租房合同二房东不退押金租金	解除租赁合同时租赁押金不退	1
45300	办理遗产公证提交材料才	办理遗产公证材料	1
45331	再婚人孩子再婚生育子女夫妻俩赡养责任	男女双方均子女再婚子女后夫妻俩赡养责任	1
45332	借款人不还钱担保人	债务人还没还钱担保人拒绝履行担保	0
45341	仲裁部门去解决劳动纠纷	劳动仲裁生效时间	0
45369	江苏户口外地领结婚证	老公外地户口本地户口本地领取结婚证	0
45392	祖父母孙子女有探望权	离婚后祖父母孙子女有探望权	1
45439	买翻新手机三倍赔偿	买苹果手机买二手翻新赔偿三倍	1
45491	羁押犯罪嫌疑人申请法律援助特别程序	朋友关进看守所我能申请法律援助	0
45502	钱包别人捡后不还给	朋友钱包丢别人捡没还	1
45505	犯罪集团首要分子取保候审	朋友犯罪判缓	0
45512	诈骗罪治安处罚	朋友诈骗罪公安会惩罚	0
45576	签了实习协议后违约承担约定违约金	实习期满后还没签劳动合同不用付违约金	0
45589	婚前隐瞒乙肝病情婚姻无效	隐瞒乙肝病情结婚法律上无效婚姻	1
45607	借款交付前保证人任意解除保证合同	合同行使任意解除权	1
45701	公司没申请工伤认定治疗期间还发工资	处于工伤治疗期间公司不肯给钱治疗	0
45805	请病假公司说开除	公司请病假公司不批公司违法	0
45896	出借人按时钱借款人超时	出借人时间钱借款人违约	0
45932	网络诈骗	网络诈骗	1
45935	58同城上买东西骗	58同城上买东西骗去报案	0
46077	无偿帮工受伤不赔起诉	无偿帮工受伤不赔起诉	1
46084	朋友无偿代驾发生交通事故	无偿代驾发生交通事故车赔	0
46178	终身监禁无期徒刑区别	无期徒刑终身监禁坐牢死	1
46188	无人继承无人受遗赠财产	无人继承财产	0
46208	无效合同认定	无效合同判定标准有权合同无效	0
46225	认定无效婚姻	无效婚姻认定婚姻无效	0
46230	无效婚姻法律后果	无效婚姻法律后果	1
46257	无证驾驶拘留	无证驾驶拘留	1
46262	无证驾驶处罚	无证驾驶老司机陪同处罚	1
46272	无证驾驶处罚	无证驾驶会处罚	1
46282	摩托车无证驾驶拘留罚款	无证驾驶摩托车会拘留	0
46328	婆媳关系夫妻感情不离婚理由	婆媳关系恶劣离婚	0
46334	五险一金包含	五险一金都包括	1
46382	行政诉讼终审不服	行政诉讼终审不服	1
46526	物业纠纷解决	物业纠纷案件	1
46575	法院办理婚前财产公证	私下做婚前财产公证合法	1
46609	公司加班后回家途中被车撞算工伤	下班后被车撞算工伤	0
46743	做好审计现场勘察	现场勘察程序	0
46917	无效婚姻包括重婚情况	无效婚姻内再婚属重婚	0
46920	法院审理案件会当场宣判	香港法院每日宣判案件都公开公布	0
46941	父母患有精神病失踪儿女申请婚姻无效	法律子女不干涉父母婚姻	0
47018	宣告失踪条件	法院申请宣告失踪手续	0
47038	企业随意倾倒垃圾导致水源污染	河流倾倒垃圾处罚依据	0
47082	消防检查出示证件	消防大队店里检查 负责人签字 指印	0
47088	消费保管	消费保一个消费保险	0
47099	网贷利息高违法	网贷投资人预先扣除利息法院会	0
47136	拖欠物业费要交滞纳金	物业费按时交会收滞纳金	1
47192	债务人拒绝还钱担保人拒绝履行担保	债务人还没还钱担保人想拒绝履行担保法律	0
47201	销售过期食品处罚	销售过期食品处罚	1
47259	小产权房法律风险	小产权房法律风险	1
47301	小产权房能办房产证	小产权房能办房产证	1
47327	开车闯红灯扣分	小车闯红灯扣几分	1
47343	贷款公司做借款人别人借款	小额贷款公司身外地人贷款	0
47460	小区业主共有停车位收费价格应是	小区物管收停车费资费标准	0
47561	无权代理订立合同追认撤销	效力待定合同追认前效力状态无效	0
47574	协议离婚	协议离婚	1
47582	办理离婚登记手续后还离婚损害赔偿	协议离婚后还精神损害赔偿	0
47606	办理婚前财产公证证件	办理婚前财产公证大概钱	0
47651	起诉书写诉状	写起诉状不被告身份证号码写	0
47697	未签借款合同材料债权凭证	借款签订合同债权凭证材料	1
47708	祖父母孙子女有探望权	儿子离婚一个老年人想见见孙子都权利	1
47723	新公司出纳	新到一家公司做出纳都做些	0
47829	夫妻签订婚前财产协议公证	婚前财产协议公证	1
47895	债务人提出书面异议后督促程序终结	新民诉法中支付令审查形式审查还实质审查	0
48007	商标法目的	新修改商标法旧商标法区别	0
48124	信用卡欠款收到律师函	信用卡还未还完收到律师函	1
48262	借款担保人履行法律义务	未约定保证方式保证人能免除保证义务	0
48278	租期未满房东转租支付劳务费	房东转租租期未满不支付转让费	0
48325	间谍罪	刑法中间谍罪罪数形态	1
48354	拘留人大代表条件	刑拘市人大代表手续	0
48435	公诉案件立错案	刑事案件多久翻案	0
48436	刑事案件立案期限	刑事案件年过期	0
48447	少年法庭审理刑事案件包括	刑事案件法庭审判人员应有人员	0
48477	离婚是因为家暴申请人身安全保护令	家暴离婚执行人身安全保护令	0
48497	刑事案件立案追诉标准	刑事案件立案标准金额	0
48587	刑事案件立案标准	刑事案件地方立案	1
48607	刑事案件证人有事申请不出庭作证	刑事案件中辩护人申请证人出庭作证	0
48618	辩护律师检察院举报嫌疑人刑讯逼供检察院调查	刑事案件中刑讯逼供辩护人	0
48620	法定从轻情节从轻处理	刑事案件中法定从轻减轻情节	0
48633	刑事案件中辩护律师诉讼代理人权利	刑事案件中人被害人诉讼代理人	0
48664	刑罚分为哪几种	刑事处罚种类	1
48680	刑事附带民事诉讼提出精神损害赔偿可否支持	刑事附带民事案件精神损害赔偿金	1
48705	附带民事诉讼刑事案件民事案件	刑事附带民事诉讼赔偿	0
48786	犯罪分子刑事拘留最少几天会逮捕	刑事拘留天会提交检察院申请批捕	0
48821	公司拖欠货款不走法律途径追回	不付货款法律途径走	0
48837	刑事拘留期间请律师	刑事拘留期间请律师	1
48842	丈夫死亡儿媳不赡养父母	丈夫死亡儿媳义务赡养父母	0
48880	刑事拘留犯罪嫌疑人关押	刑事拘留	0
48902	刑事和解协议写	刑事谅解书及赔偿协议写	0
48947	刑事诉讼被告人诉讼权利	刑事诉讼被告人诉讼权利	1
49035	债务人没还钱担保人拒绝履行担保	债务人拒绝还钱担保人拒绝履行担保	0
49063	刑事公诉案件法律文书	刑事一审法院都法律文书	0
49162	兄弟姐妹间相互扶养条件	兄弟姐妹间赡养抚养责任义务	0
49167	兄弟姐妹之间有没有抚养义务	兄弟姐妹之间赡养义务	0
49168	兄弟姐妹间相互扶养条件	兄弟姐妹之间救助义务	0
49197	虚报年龄领取结婚证法律效力	虚报年龄领取结婚证法律效力	1
49207	虚假广告侵权举报途径维权	虚假广告侵权表现方式	0
49239	保证人保证期间情况承担责任	保证期间保证人还承担责任	1
49252	续签劳动合同流程注意事项	续签劳动合同续签劳动合同条件	0
49314	在校生勤工俭学收入缴税	学生勤工俭学缴纳税	0
49330	学生校内打球受伤学校负责	学生校内打球受伤学校负责	1
49332	学生在校期间应履行义务	学生在校期间应履行义务	1
49353	学校发现有人教唆胁迫引诱未成年人犯罪做	学校哪些方面预防未成年人不良行为	0
49358	学生参加篮球比赛受伤学校负责	学校组织篮球比赛学生受伤学校有没有责任	1
49368	寻衅滋事处罚	寻衅滋事方式寻衅滋事罪	0
49370	物业管理合同到期终止题	物业合同到期后物业公司拒不搬出小区	0
49373	寻衅滋事刑事拘留多久	寻衅滋事刑事拘留天	1
49477	员工违纪解除劳动合同	违纪解除劳动合同赔偿	0
49518	合同借款对方不还钱	方向口头借款不还钱	0
49551	行政许可证快到期延期应	药品经营许可证已过期现想再办	0
49587	劳动仲裁提交证据开庭	公司双倍工资证据	0
49623	作出承诺时要约内容修改	要约承诺定义区别	0
49702	方向口头借款不还钱	借款不还老赖户该	0
49788	收养孤儿	法定领养孤儿条件	1
49824	劳动仲裁请律师费用钱	请律师劳动仲裁钱	1
49853	刑事案件刑事拘留天后转为逮捕	刑事拘留天打架斗殴抓走	0
49857	继承人包括	遗产继承人	1
49877	发现加盟公司商标不合法提出撤销解除加盟协议	加盟后才发现商标不合法提出撤销解除加盟协议	1
49925	离婚时一方伪造债务证明法院	一方伪造债务离婚时该	0
50140	民事诉讼法上诉期间	一审判决后上诉时间	0
50177	借款合同成立借贷关系	一张借条证明借款关系成立	0
50193	医保商业医疗保险报销	医保商业保险公司都上看病后两个报销	0
50229	夫妻债务债务离婚时区分	离婚区分夫妻共同财产债务	0
50259	理解医疗事故鉴定结	医疗事故鉴定结效力鉴定	1
50300	刑事案件流程	刑事案件流程	1
50316	拟上市医药企业题	医药企业财务事项	0
50396	父母一同居住子女多分遗产	遗产份额继承母亲子女比例分配	0
50461	遗赠扶养协议还法定继承遗产	遗赠扶养协议扶养人死亡后办理遗产手续	1
50463	遗赠变更撤销	遗赠扶养协议公证撤消	1
50503	对方说出轨赔偿精神损失费	婚内出轨对方赔偿精神损失费	0
50532	男方出轨女方精神损失费	对方出轨我能精神赔偿	0
50632	合同约定退出加盟不退加盟费退	解除加盟纠纷没学习退回加盟费	0
50696	合伙企业退伙人退伙前债务承担责任	企业退伙还要承担合伙期间债务	1
50712	工作期限劳动合同	工作期限劳动合同	1
50734	近亲结婚无效起诉	近亲结婚起诉婚姻无效	1
50803	不可抗力意外事件承担刑事责任	意外事件死人不用坐牢死5会坐牢	0
50821	认定过失致人死亡罪	操作不当过失致人死亡罪会判刑!	0
50945	失火导致邻居损失谈不妥赔偿事宜	失火导致邻居损失谈不妥赔偿事宜	1
50984	条件才拘留人	事情会拘留十天	0
50993	毒驾发生交通事故保险赔	吸毒注销驾驶证 期间发生交通事故保险	0
51008	误解签订合同撤销	误解订立合同撤销合同	1
51232	公司营业执照丢失	营业执照丢失补办	0
51298	未成年人打赏主播几万元追回几万元	未成年人打赏网络主播父母追回钱款	0
51304	追索权保理应收账款中坏账承担	应收账款保理业务会计	0
51311	丧偶儿媳不照顾公婆	丈夫去世妻子有权继承公婆遗产	0
51371	用人单位未办理社保应承担失业保险赔偿责任	用人单位不缴纳不足额缴纳社保应承担赔偿责任	0
51373	经期安排女工低温作业	用人单位安排女职工工作	1
51418	用人单位员工缴纳社保	用人单位员工交社保当月交还本月交上月	0
51421	发生车祸坐车人受伤驾驶员负责	交通事故乘车人受伤司机责任	1
51428	事先约定保证期间担保人不用承担担保责任	未约定保证期间担保人免除担保责任	1
51461	用人单位经济性裁员	用人单位经济性裁员	1
51516	用人单位劳动者签订劳动合同	用人单位劳动者签订劳动合同	1
51553	签订合同约定复利计算利息到期不付支付	到期不付合同约定复利计算利息支付	1
51594	合伙企业债务承担方式	只企业承担合伙企业债务	1
51613	不可抗力耽误申请延期	不可抗力工期延期承担违约责任	0
51681	公司欠货款不	有个公司拖欠货款很久去不	1
51717	离婚协议书约定违约金	离婚协议书违约金	0
51735	公司章程公证带材料	公证处公证文件	1
51778	老板欠工程款不一拖再拖	老板拖欠工程款不	1
51797	医疗机构内殴打医务人员会处罚	有没有殴打医务人员相关法律法规	0
51825	情形违反治安管理从重处罚	情形违反治安管理从重处罚	1
51853	私下借钱签借款合同利息	签借款合同利息	1
51940	证据照片做证据	手机照片可不可以做证据	0
51942	政府机关跨地区做出行政许可合法	数量行政许可行政机关作出行政许可	0
51992	航空行李托运丢失赔偿	行李乘车过程丢失承运人赔	0
52027	有限责任公司股东人数	有限责任公司股东人数	1
52030	有限责任公司人数有要	有限责任公司股东人	0
52087	股权转让诉讼中法律关系	有限责任公司股权转让题	0
52098	借款人死亡后担保人承担还款责任	被告欠款人死追加担保人责任	0
52113	有限责任公司设立条件	有限责任公司设立条件	1
52151	企业抵押担保方式发行债券	企业筹资发行债券不银行贷款	0
52209	逾期交房碰到延期支付房款违约责任分	逾期交房违约金外应赔偿房款利息	0
52306	商品房预售就要缴全款	预售合同全款发票交房时	0
52348	债务人不还钱担保物抵债	欠钱不还拿到抵押房子	0
52361	网购陷阱起诉	消费陷阱维权	0
52386	担保人说不再履行担保责任	担保人不履行担保责任	1
